_id,name,location,url
69479624518a76e55f727eb7,Tp. HCM,Xô Viết Nghệ Tĩnh - Phan Văn Hân,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=63b65f8dbfd3d90017eaa434&t=1765179464274
69479624518a76e55f727eb8,Tp. HCM,Hoàng Minh Giám - Hồng Hà,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=56df8108c062921100c143db&t=1765520582166
69479624518a76e55f727eb9,Tp. HCM,Phan Văn Trị - Võ Oanh,https://giaothong.hochiminhcity.gov.vn/render/ImageHandler.ashx?id=5a824ee15058170011f6eab6&t=1765520645741
69479624518a76e55f727eba,Tp. HCM,link video test,http://14.160.231.254/streams/63f71a4d72b35c0012f8b574/stream/63f71a4d72b35c0012f8b574.m3u8
69479624518a76e55f727ebb,Tp. HCM,Image,/pic/img.png
69479624518a76e55f727ebc,Tp. HCM,Cách Mạng Tháng 8 - Đỗ Thị Lời,https://giaothong.hochiminhcity.gov.vn/expandcameraplayer/?camId=6623e5d66f998a001b25235a&camLocation=C%C3%A1ch%20M%E1%BA%A1ng%20Th%C3%A1ng%20T%C3%A1m%20-%20%C4%90%E1%BB%97%20Th%E1%BB%8B%20L%E1%BB%9Di&camMode=camera&video
69479624518a76e55f727ebd,Tp. HCM,HCM - Test,https://giaothong.hochiminhcity.gov.vn/expandcameraplayer/?camId=66b1c426779f74001867415e&camLocation=%C4%90i%E1%BB%87n%20Bi%C3%AAn%20Ph%E1%BB%A7%20-%20Nguy%E1%BB%85n%20Gia%20Tr%C3%AD&camMode=camera
